case_id,case_type,description,urgency_level,social_impact,past_delays,duration,priority
CASE-2499,Commercial,Case related to merger in Commercial matters.,3,3,7,879,Medium
CASE-2500,Civil,Case related to fine in Civil matters.,1,1,8,498,Low
CASE-2501,Commercial,Case related to mutual in Commercial matters.,2,5,9,782,Low
CASE-2502,Family,Case related to emergency in Family matters.,6,4,1,277,High
CASE-2503,Commercial,Case related to rape in Commercial matters.,5,3,1,431,High
CASE-2504,Criminal,Case related to fine in Criminal matters.,2,5,10,524,Low
CASE-2505,Commercial,Case related to license in Commercial matters.,2,5,9,741,Low
CASE-2506,Commercial,Case related to tax in Commercial matters.,3,2,1,825,Medium
CASE-2507,Commercial,Case related to license in Commercial matters.,2,4,7,639,Low
CASE-2508,Family,Case related to corporate in Family matters.,4,5,9,525,Medium
CASE-2509,Criminal,Case related to license in Criminal matters.,1,1,5,376,Low
CASE-2510,Family,Case related to traffic in Family matters.,2,4,0,297,Low
CASE-2511,Traffic,Case related to noise in Traffic matters.,1,2,6,229,Low
CASE-2512,Civil,Case related to protection in Civil matters.,6,5,5,443,High
CASE-2513,Criminal,Case related to rape in Criminal matters.,5,1,4,307,High
CASE-2514,Civil,Case related to traffic in Civil matters.,2,4,8,550,Low
CASE-2515,Commercial,Case related to corporate in Commercial matters.,4,5,1,889,Medium
CASE-2516,Family,Case related to threat in Family matters.,5,1,8,326,High
CASE-2517,Family,Case related to murder in Family matters.,5,3,10,382,High
CASE-2518,Family,Case related to corporate in Family matters.,4,5,10,588,Medium
CASE-2519,Commercial,Case related to traffic in Commercial matters.,2,4,4,618,Low
CASE-2520,Traffic,Case related to intellectual in Traffic matters.,3,2,9,218,Medium
CASE-2521,Family,Case related to threat in Family matters.,6,4,2,255,High
CASE-2522,Commercial,Case related to property in Commercial matters.,4,4,9,978,Medium
CASE-2523,Criminal,Case related to fine in Criminal matters.,1,2,10,472,Low
CASE-2524,Commercial,Case related to dispute in Commercial matters.,4,5,3,868,Medium
CASE-2525,Commercial,Case related to mutual in Commercial matters.,2,5,6,690,Low
CASE-2526,Civil,Case related to license in Civil matters.,2,4,9,616,Low
CASE-2527,Commercial,Case related to tax in Commercial matters.,3,2,3,831,Medium
CASE-2528,Family,Case related to rape in Family matters.,6,4,6,262,High
CASE-2529,Commercial,Case related to traffic in Commercial matters.,1,3,7,615,Low
CASE-2530,Traffic,Case related to permit in Traffic matters.,1,3,5,232,Low
CASE-2531,Civil,Case related to noise in Civil matters.,2,4,7,629,Low
CASE-2532,Civil,Case related to contract in Civil matters.,4,5,2,759,Medium
CASE-2533,Criminal,Case related to traffic in Criminal matters.,1,2,10,450,Low
CASE-2534,Civil,Case related to traffic in Civil matters.,1,1,2,486,Low
CASE-2535,Civil,Case related to bail in Civil matters.,5,3,10,487,High
CASE-2536,Civil,Case related to permit in Civil matters.,1,2,1,472,Low
CASE-2537,Family,Case related to license in Family matters.,2,5,4,341,Low
CASE-2538,Family,Case related to rape in Family matters.,5,2,4,247,High
CASE-2539,Family,Case related to property in Family matters.,3,3,8,463,Medium
CASE-2540,Criminal,Case related to property in Criminal matters.,3,1,3,536,Medium
CASE-2541,Commercial,Case related to fine in Commercial matters.,2,4,7,676,Low
CASE-2542,Criminal,Case related to tax in Criminal matters.,3,3,6,569,Medium
CASE-2543,Traffic,Case related to mutual in Traffic matters.,1,2,9,196,Low
CASE-2544,Criminal,Case related to inheritance in Criminal matters.,3,1,7,566,Medium
CASE-2545,Traffic,Case related to contract in Traffic matters.,3,3,7,275,Medium
CASE-2546,Commercial,Case related to emergency in Commercial matters.,6,5,4,499,High
CASE-2547,Family,Case related to divorce in Family matters.,1,2,2,235,Low
CASE-2548,Criminal,Case related to protection in Criminal matters.,6,4,2,327,High
CASE-2549,Criminal,Case related to intellectual in Criminal matters.,3,3,1,493,Medium
CASE-2550,Traffic,Case related to mutual in Traffic matters.,1,3,4,199,Low
CASE-2551,Civil,Case related to tax in Civil matters.,4,4,5,793,Medium
CASE-2552,Commercial,Case related to divorce in Commercial matters.,2,4,9,671,Low
CASE-2553,Family,Case related to traffic in Family matters.,1,1,8,335,Low
CASE-2554,Civil,Case related to divorce in Civil matters.,1,3,2,474,Low
CASE-2555,Criminal,Case related to mutual in Criminal matters.,1,2,2,410,Low
CASE-2556,Traffic,Case related to dispute in Traffic matters.,3,1,9,208,Medium
CASE-2557,Family,Case related to bail in Family matters.,6,5,1,266,High
CASE-2558,Commercial,Case related to fine in Commercial matters.,2,4,4,653,Low
CASE-2559,Civil,Case related to tax in Civil matters.,3,2,7,754,Medium
CASE-2560,Family,Case related to permit in Family matters.,1,3,4,328,Low
CASE-2561,Criminal,Case related to murder in Criminal matters.,6,4,10,442,High
CASE-2562,Commercial,Case related to medical in Commercial matters.,5,3,4,464,High
CASE-2563,Family,Case related to threat in Family matters.,5,2,1,161,High
CASE-2564,Family,Case related to noise in Family matters.,2,5,4,352,Low
CASE-2565,Commercial,Case related to medical in Commercial matters.,6,4,4,446,High
CASE-2566,Traffic,Case related to merger in Traffic matters.,3,1,5,149,Medium
CASE-2567,Criminal,Case related to tax in Criminal matters.,4,4,7,657,Medium
CASE-2568,Commercial,Case related to murder in Commercial matters.,5,1,10,540,High
CASE-2569,Civil,Case related to contract in Civil matters.,3,2,8,802,Medium
CASE-2570,Traffic,Case related to tax in Traffic matters.,4,5,0,222,Medium
CASE-2571,Traffic,Case related to license in Traffic matters.,1,2,4,184,Low
CASE-2572,Family,Case related to merger in Family matters.,3,1,6,408,Medium
CASE-2573,Family,Case related to license in Family matters.,1,2,1,269,Low
CASE-2574,Criminal,Case related to inheritance in Criminal matters.,4,4,2,610,Medium
CASE-2575,Traffic,Case related to fraud in Traffic matters.,6,4,7,185,High
CASE-2576,Commercial,Case related to bail in Commercial matters.,5,1,1,402,High
CASE-2577,Traffic,Case related to kidnap in Traffic matters.,5,1,6,174,High
CASE-2578,Traffic,Case related to murder in Traffic matters.,5,1,6,122,High
CASE-2579,Traffic,Case related to license in Traffic matters.,1,1,6,212,Low
CASE-2580,Family,Case related to kidnap in Family matters.,5,2,10,364,High
CASE-2581,Commercial,Case related to divorce in Commercial matters.,2,4,3,661,Low
CASE-2582,Civil,Case related to traffic in Civil matters.,2,5,7,629,Low
CASE-2583,Traffic,Case related to license in Traffic matters.,1,2,2,116,Low
CASE-2584,Family,Case related to dispute in Family matters.,3,2,2,330,Medium
CASE-2585,Commercial,Case related to murder in Commercial matters.,5,3,6,475,High
CASE-2586,Criminal,Case related to kidnap in Criminal matters.,6,4,7,392,High
CASE-2587,Civil,Case related to merger in Civil matters.,4,4,3,733,Medium
CASE-2588,Criminal,Case related to property in Criminal matters.,3,3,5,590,Medium
CASE-2589,Civil,Case related to contract in Civil matters.,4,5,2,744,Medium
CASE-2590,Family,Case related to traffic in Family matters.,2,4,2,270,Low
CASE-2591,Criminal,Case related to kidnap in Criminal matters.,6,4,2,355,High
CASE-2592,Commercial,Case related to threat in Commercial matters.,5,1,10,539,High
CASE-2593,Civil,Case related to contract in Civil matters.,3,1,8,714,Medium
CASE-2594,Civil,Case related to fine in Civil matters.,1,2,7,523,Low
CASE-2595,Civil,Case related to traffic in Civil matters.,2,4,3,475,Low
CASE-2596,Civil,Case related to permit in Civil matters.,1,2,7,518,Low
CASE-2597,Traffic,Case related to threat in Traffic matters.,6,4,2,175,High
CASE-2598,Criminal,Case related to murder in Criminal matters.,5,2,10,406,High
CASE-2599,Traffic,Case related to contract in Traffic matters.,3,3,3,163,Medium
CASE-2600,Family,Case related to mutual in Family matters.,2,4,3,337,Low
CASE-2601,Civil,Case related to divorce in Civil matters.,1,2,1,496,Low
CASE-2602,Traffic,Case related to dispute in Traffic matters.,3,3,1,170,Medium
CASE-2603,Traffic,Case related to murder in Traffic matters.,5,3,1,130,High
CASE-2604,Family,Case related to kidnap in Family matters.,6,5,4,346,High
CASE-2605,Family,Case related to rape in Family matters.,6,4,6,358,High
CASE-2606,Civil,Case related to emergency in Civil matters.,5,1,2,309,High
CASE-2607,Civil,Case related to kidnap in Civil matters.,5,3,7,415,High
CASE-2608,Commercial,Case related to permit in Commercial matters.,1,3,4,638,Low
CASE-2609,Commercial,Case related to intellectual in Commercial matters.,4,5,6,893,Medium
CASE-2610,Family,Case related to property in Family matters.,3,3,1,387,Medium
CASE-2611,Family,Case related to traffic in Family matters.,2,4,8,431,Low
CASE-2612,Criminal,Case related to protection in Criminal matters.,6,5,4,338,High
CASE-2613,Criminal,Case related to threat in Criminal matters.,5,3,0,301,High
CASE-2614,Family,Case related to bail in Family matters.,5,1,8,232,High
CASE-2615,Commercial,Case related to protection in Commercial matters.,5,2,9,494,High
CASE-2616,Civil,Case related to corporate in Civil matters.,4,5,4,801,Medium
CASE-2617,Family,Case related to dispute in Family matters.,3,3,9,479,Medium
CASE-2618,Commercial,Case related to license in Commercial matters.,1,2,8,706,Low
CASE-2619,Civil,Case related to permit in Civil matters.,2,5,4,559,Low
CASE-2620,Civil,Case related to intellectual in Civil matters.,4,4,10,873,Medium
CASE-2621,Family,Case related to threat in Family matters.,5,1,2,207,High
CASE-2622,Family,Case related to dispute in Family matters.,3,3,7,447,Medium
CASE-2623,Traffic,Case related to traffic in Traffic matters.,1,2,1,149,Low
CASE-2624,Traffic,Case related to property in Traffic matters.,3,3,8,251,Medium
CASE-2625,Civil,Case related to bail in Civil matters.,5,2,7,441,High
CASE-2626,Traffic,Case related to intellectual in Traffic matters.,3,3,5,199,Medium
CASE-2627,Commercial,Case related to threat in Commercial matters.,6,4,1,414,High
CASE-2628,Criminal,Case related to permit in Criminal matters.,1,2,0,366,Low
CASE-2629,Criminal,Case related to inheritance in Criminal matters.,4,4,9,683,Medium
CASE-2630,Traffic,Case related to kidnap in Traffic matters.,6,5,8,270,High
CASE-2631,Traffic,Case related to protection in Traffic matters.,5,2,1,146,High
CASE-2632,Civil,Case related to contract in Civil matters.,4,4,0,638,Medium
CASE-2633,Traffic,Case related to murder in Traffic matters.,6,4,0,125,High
CASE-2634,Traffic,Case related to merger in Traffic matters.,3,1,10,269,Medium
CASE-2635,Civil,Case related to murder in Civil matters.,5,3,8,508,High
CASE-2636,Criminal,Case related to murder in Criminal matters.,6,5,3,389,High
CASE-2637,Criminal,Case related to merger in Criminal matters.,3,2,8,574,Medium
CASE-2638,Commercial,Case related to bail in Commercial matters.,5,3,9,542,High
CASE-2639,Family,Case related to bail in Family matters.,6,5,2,313,High
CASE-2640,Criminal,Case related to license in Criminal matters.,1,3,3,359,Low
CASE-2641,Traffic,Case related to merger in Traffic matters.,3,3,10,267,Medium
CASE-2642,Civil,Case related to protection in Civil matters.,5,2,8,488,High
CASE-2643,Family,Case related to noise in Family matters.,2,4,10,431,Low
CASE-2644,Commercial,Case related to contract in Commercial matters.,3,2,9,902,Medium
CASE-2645,Civil,Case related to inheritance in Civil matters.,4,5,10,897,Medium
CASE-2646,Commercial,Case related to license in Commercial matters.,1,3,0,519,Low
CASE-2647,Criminal,Case related to mutual in Criminal matters.,2,5,1,384,Low
CASE-2648,Criminal,Case related to intellectual in Criminal matters.,4,5,9,715,Medium
CASE-2649,Civil,Case related to inheritance in Civil matters.,3,1,0,580,Medium
CASE-2650,Criminal,Case related to license in Criminal matters.,1,3,5,422,Low
CASE-2651,Traffic,Case related to divorce in Traffic matters.,1,3,6,196,Low
CASE-2652,Criminal,Case related to fine in Criminal matters.,2,4,8,463,Low
CASE-2653,Commercial,Case related to tax in Commercial matters.,3,2,3,823,Medium
CASE-2654,Criminal,Case related to fine in Criminal matters.,2,4,10,536,Low
CASE-2655,Commercial,Case related to inheritance in Commercial matters.,3,2,3,858,Medium
CASE-2656,Commercial,Case related to mutual in Commercial matters.,2,5,5,718,Low
CASE-2657,Criminal,Case related to protection in Criminal matters.,6,4,8,443,High
CASE-2658,Criminal,Case related to traffic in Criminal matters.,2,5,7,527,Low
CASE-2659,Traffic,Case related to fraud in Traffic matters.,6,5,10,292,High
CASE-2660,Commercial,Case related to inheritance in Commercial matters.,3,1,8,920,Medium
CASE-2661,Family,Case related to property in Family matters.,3,2,9,469,Medium
CASE-2662,Commercial,Case related to rape in Commercial matters.,5,2,3,404,High
CASE-2663,Civil,Case related to mutual in Civil matters.,1,3,5,519,Low
CASE-2664,Family,Case related to contract in Family matters.,3,2,10,535,Medium
CASE-2665,Criminal,Case related to emergency in Criminal matters.,5,3,2,346,High
CASE-2666,Traffic,Case related to protection in Traffic matters.,6,4,5,210,High
CASE-2667,Commercial,Case related to rape in Commercial matters.,5,1,6,463,High
CASE-2668,Traffic,Case related to murder in Traffic matters.,5,2,0,94,High
CASE-2669,Commercial,Case related to threat in Commercial matters.,6,4,10,558,High
CASE-2670,Traffic,Case related to corporate in Traffic matters.,4,5,0,226,Medium
CASE-2671,Criminal,Case related to kidnap in Criminal matters.,6,4,0,314,High
CASE-2672,Commercial,Case related to merger in Commercial matters.,3,2,8,934,Medium
CASE-2673,Criminal,Case related to bail in Criminal matters.,5,1,0,201,High
CASE-2674,Criminal,Case related to tax in Criminal matters.,3,1,8,597,Medium
CASE-2675,Family,Case related to bail in Family matters.,6,4,7,308,High
CASE-2676,Commercial,Case related to property in Commercial matters.,3,1,1,780,Medium
CASE-2677,Commercial,Case related to noise in Commercial matters.,1,1,7,636,Low
CASE-2678,Family,Case related to inheritance in Family matters.,4,5,5,475,Medium
CASE-2679,Commercial,Case related to inheritance in Commercial matters.,3,1,6,829,Medium
CASE-2680,Family,Case related to rape in Family matters.,6,5,8,321,High
CASE-2681,Traffic,Case related to property in Traffic matters.,3,2,1,160,Medium
CASE-2682,Commercial,Case related to fraud in Commercial matters.,6,4,2,464,High
CASE-2683,Civil,Case related to divorce in Civil matters.,1,3,5,546,Low
CASE-2684,Commercial,Case related to traffic in Commercial matters.,1,1,5,560,Low
CASE-2685,Criminal,Case related to tax in Criminal matters.,3,1,9,635,Medium
CASE-2686,Civil,Case related to dispute in Civil matters.,3,3,3,700,Medium
CASE-2687,Traffic,Case related to murder in Traffic matters.,5,1,8,216,High
CASE-2688,Traffic,Case related to noise in Traffic matters.,1,1,8,173,Low
CASE-2689,Commercial,Case related to contract in Commercial matters.,3,2,6,922,Medium
CASE-2690,Criminal,Case related to merger in Criminal matters.,3,3,7,583,Medium
CASE-2691,Family,Case related to merger in Family matters.,3,1,8,434,Medium
CASE-2692,Family,Case related to traffic in Family matters.,2,4,3,315,Low
CASE-2693,Family,Case related to contract in Family matters.,3,3,1,360,Medium
CASE-2694,Family,Case related to property in Family matters.,4,4,6,457,Medium
CASE-2695,Criminal,Case related to merger in Criminal matters.,4,5,5,620,Medium
CASE-2696,Traffic,Case related to murder in Traffic matters.,5,1,9,206,High
CASE-2697,Civil,Case related to medical in Civil matters.,6,4,2,401,High
CASE-2698,Commercial,Case related to permit in Commercial matters.,1,1,1,559,Low
CASE-2699,Commercial,Case related to emergency in Commercial matters.,6,4,2,423,High
CASE-2700,Commercial,Case related to divorce in Commercial matters.,1,1,7,660,Low
CASE-2701,Civil,Case related to merger in Civil matters.,3,3,6,798,Medium
CASE-2702,Traffic,Case related to property in Traffic matters.,3,3,6,198,Medium
CASE-2703,Family,Case related to dispute in Family matters.,3,3,9,505,Medium
CASE-2704,Commercial,Case related to inheritance in Commercial matters.,3,2,7,914,Medium
CASE-2705,Commercial,Case related to emergency in Commercial matters.,6,4,2,421,High
CASE-2706,Family,Case related to medical in Family matters.,6,4,4,256,High
CASE-2707,Commercial,Case related to emergency in Commercial matters.,6,4,6,537,High
CASE-2708,Commercial,Case related to murder in Commercial matters.,6,4,3,455,High
CASE-2709,Civil,Case related to rape in Civil matters.,5,1,7,412,High
CASE-2710,Traffic,Case related to dispute in Traffic matters.,4,4,7,269,Medium
CASE-2711,Commercial,Case related to traffic in Commercial matters.,1,1,1,525,Low
CASE-2712,Family,Case related to kidnap in Family matters.,5,2,10,334,High
CASE-2713,Criminal,Case related to kidnap in Criminal matters.,5,1,6,285,High
CASE-2714,Family,Case related to fine in Family matters.,1,2,4,307,Low
CASE-2715,Commercial,Case related to kidnap in Commercial matters.,5,1,0,330,High
CASE-2716,Family,Case related to intellectual in Family matters.,3,1,9,450,Medium
CASE-2717,Traffic,Case related to dispute in Traffic matters.,4,5,9,304,Medium
CASE-2718,Traffic,Case related to corporate in Traffic matters.,3,2,4,169,Medium
CASE-2719,Civil,Case related to kidnap in Civil matters.,6,5,5,448,High
CASE-2720,Criminal,Case related to merger in Criminal matters.,3,3,3,513,Medium
CASE-2721,Traffic,Case related to noise in Traffic matters.,2,5,8,261,Low
CASE-2722,Civil,Case related to license in Civil matters.,2,4,10,600,Low
CASE-2723,Family,Case related to corporate in Family matters.,3,1,3,324,Medium
CASE-2724,Commercial,Case related to permit in Commercial matters.,1,1,6,570,Low
CASE-2725,Civil,Case related to emergency in Civil matters.,6,4,2,437,High
CASE-2726,Civil,Case related to property in Civil matters.,3,2,6,771,Medium
CASE-2727,Civil,Case related to murder in Civil matters.,5,1,9,410,High
CASE-2728,Commercial,Case related to license in Commercial matters.,1,2,2,588,Low
CASE-2729,Family,Case related to dispute in Family matters.,3,2,8,497,Medium
CASE-2730,Criminal,Case related to kidnap in Criminal matters.,5,2,6,374,High
CASE-2731,Traffic,Case related to divorce in Traffic matters.,1,2,3,132,Low
CASE-2732,Family,Case related to permit in Family matters.,2,5,5,407,Low
CASE-2733,Traffic,Case related to mutual in Traffic matters.,1,2,2,153,Low
CASE-2734,Commercial,Case related to merger in Commercial matters.,4,4,10,979,Medium
CASE-2735,Civil,Case related to murder in Civil matters.,5,2,10,433,High
CASE-2736,Criminal,Case related to emergency in Criminal matters.,5,2,7,357,High
CASE-2737,Commercial,Case related to merger in Commercial matters.,3,3,5,840,Medium
CASE-2738,Commercial,Case related to permit in Commercial matters.,2,5,0,595,Low
CASE-2739,Family,Case related to intellectual in Family matters.,3,1,8,397,Medium
CASE-2740,Commercial,Case related to mutual in Commercial matters.,2,4,2,583,Low
CASE-2741,Commercial,Case related to corporate in Commercial matters.,3,1,6,835,Medium
CASE-2742,Criminal,Case related to dispute in Criminal matters.,3,2,4,596,Medium
CASE-2743,Family,Case related to noise in Family matters.,1,2,0,245,Low
CASE-2744,Commercial,Case related to medical in Commercial matters.,6,4,9,520,High
CASE-2745,Criminal,Case related to murder in Criminal matters.,5,1,2,222,High
CASE-2746,Civil,Case related to property in Civil matters.,3,2,4,699,Medium
CASE-2747,Civil,Case related to rape in Civil matters.,5,3,7,488,High
CASE-2748,Traffic,Case related to fine in Traffic matters.,1,2,8,209,Low
CASE-2749,Criminal,Case related to tax in Criminal matters.,4,4,1,554,Medium
CASE-2750,Civil,Case related to corporate in Civil matters.,4,5,1,738,Medium
CASE-2751,Civil,Case related to divorce in Civil matters.,1,2,2,482,Low
CASE-2752,Criminal,Case related to fraud in Criminal matters.,5,1,3,247,High
CASE-2753,Civil,Case related to tax in Civil matters.,4,5,7,803,Medium
CASE-2754,Civil,Case related to license in Civil matters.,1,1,2,427,Low
CASE-2755,Traffic,Case related to mutual in Traffic matters.,2,4,9,262,Low
CASE-2756,Traffic,Case related to contract in Traffic matters.,3,2,5,189,Medium
CASE-2757,Criminal,Case related to intellectual in Criminal matters.,3,3,1,529,Medium
CASE-2758,Commercial,Case related to tax in Commercial matters.,4,5,6,930,Medium
CASE-2759,Family,Case related to tax in Family matters.,3,3,0,326,Medium
CASE-2760,Traffic,Case related to license in Traffic matters.,2,5,8,256,Low
CASE-2761,Criminal,Case related to tax in Criminal matters.,3,2,9,582,Medium
CASE-2762,Family,Case related to tax in Family matters.,3,2,4,432,Medium
CASE-2763,Traffic,Case related to divorce in Traffic matters.,2,5,1,173,Low
CASE-2764,Commercial,Case related to murder in Commercial matters.,5,3,4,429,High
CASE-2765,Criminal,Case related to tax in Criminal matters.,3,3,1,518,Medium
CASE-2766,Civil,Case related to divorce in Civil matters.,2,5,2,494,Low
CASE-2767,Family,Case related to tax in Family matters.,4,4,4,467,Medium
CASE-2768,Civil,Case related to kidnap in Civil matters.,5,3,5,442,High
CASE-2769,Commercial,Case related to emergency in Commercial matters.,5,2,6,523,High
CASE-2770,Family,Case related to license in Family matters.,1,2,7,353,Low
CASE-2771,Commercial,Case related to traffic in Commercial matters.,1,1,2,514,Low
CASE-2772,Commercial,Case related to inheritance in Commercial matters.,4,5,4,924,Medium
CASE-2773,Family,Case related to fine in Family matters.,1,3,0,270,Low
CASE-2774,Commercial,Case related to tax in Commercial matters.,3,2,6,877,Medium
CASE-2775,Commercial,Case related to medical in Commercial matters.,6,4,0,385,High
CASE-2776,Commercial,Case related to protection in Commercial matters.,5,3,2,472,High
CASE-2777,Family,Case related to traffic in Family matters.,1,2,4,271,Low
CASE-2778,Civil,Case related to corporate in Civil matters.,4,4,2,704,Medium
CASE-2779,Commercial,Case related to inheritance in Commercial matters.,4,4,6,883,Medium
CASE-2780,Criminal,Case related to mutual in Criminal matters.,2,5,4,453,Low
CASE-2781,Civil,Case related to kidnap in Civil matters.,6,4,1,363,High
CASE-2782,Family,Case related to murder in Family matters.,6,5,10,420,High
CASE-2783,Civil,Case related to divorce in Civil matters.,1,1,5,490,Low
CASE-2784,Civil,Case related to inheritance in Civil matters.,3,1,10,792,Medium
CASE-2785,Criminal,Case related to dispute in Criminal matters.,4,4,2,599,Medium
CASE-2786,Criminal,Case related to divorce in Criminal matters.,1,3,6,498,Low
CASE-2787,Commercial,Case related to medical in Commercial matters.,5,3,5,499,High
CASE-2788,Civil,Case related to divorce in Civil matters.,2,5,6,554,Low
CASE-2789,Civil,Case related to traffic in Civil matters.,1,3,1,469,Low
CASE-2790,Commercial,Case related to traffic in Commercial matters.,1,2,10,660,Low
CASE-2791,Family,Case related to permit in Family matters.,1,1,2,206,Low
CASE-2792,Family,Case related to merger in Family matters.,4,5,5,465,Medium
CASE-2793,Civil,Case related to traffic in Civil matters.,1,3,3,552,Low
CASE-2794,Criminal,Case related to murder in Criminal matters.,5,1,8,349,High
CASE-2795,Civil,Case related to bail in Civil matters.,6,4,4,439,High
CASE-2796,Criminal,Case related to fine in Criminal matters.,2,5,5,511,Low
CASE-2797,Traffic,Case related to protection in Traffic matters.,6,5,6,251,High
CASE-2798,Civil,Case related to murder in Civil matters.,5,1,3,348,High
CASE-2799,Commercial,Case related to murder in Commercial matters.,5,3,8,511,High
CASE-2800,Civil,Case related to mutual in Civil matters.,1,3,2,460,Low
CASE-2801,Commercial,Case related to tax in Commercial matters.,3,2,10,939,Medium
CASE-2802,Criminal,Case related to property in Criminal matters.,4,4,1,551,Medium
CASE-2803,Criminal,Case related to tax in Criminal matters.,3,3,6,617,Medium
CASE-2804,Traffic,Case related to divorce in Traffic matters.,2,4,2,177,Low
CASE-2805,Traffic,Case related to merger in Traffic matters.,3,1,7,249,Medium
CASE-2806,Civil,Case related to property in Civil matters.,3,2,4,655,Medium
CASE-2807,Traffic,Case related to emergency in Traffic matters.,6,4,8,222,High
CASE-2808,Civil,Case related to traffic in Civil matters.,2,5,3,526,Low
CASE-2809,Traffic,Case related to inheritance in Traffic matters.,4,4,4,265,Medium
CASE-2810,Civil,Case related to threat in Civil matters.,6,5,10,500,High
CASE-2811,Civil,Case related to traffic in Civil matters.,2,4,4,498,Low
CASE-2812,Criminal,Case related to kidnap in Criminal matters.,6,5,9,466,High
CASE-2813,Family,Case related to fraud in Family matters.,5,3,1,213,High
CASE-2814,Criminal,Case related to divorce in Criminal matters.,1,2,3,398,Low
CASE-2815,Family,Case related to rape in Family matters.,6,4,9,376,High
CASE-2816,Family,Case related to divorce in Family matters.,1,3,6,323,Low
CASE-2817,Civil,Case related to permit in Civil matters.,2,4,4,586,Low
CASE-2818,Criminal,Case related to bail in Criminal matters.,5,3,8,400,High
CASE-2819,Commercial,Case related to mutual in Commercial matters.,1,1,10,708,Low
CASE-2820,Traffic,Case related to contract in Traffic matters.,3,2,5,253,Medium
CASE-2821,Criminal,Case related to fraud in Criminal matters.,5,3,5,343,High
CASE-2822,Commercial,Case related to tax in Commercial matters.,3,3,2,813,Medium
CASE-2823,Traffic,Case related to dispute in Traffic matters.,3,3,3,180,Medium
CASE-2824,Commercial,Case related to contract in Commercial matters.,3,2,1,758,Medium
CASE-2825,Traffic,Case related to property in Traffic matters.,4,5,9,307,Medium
CASE-2826,Criminal,Case related to inheritance in Criminal matters.,4,4,0,492,Medium
CASE-2827,Family,Case related to license in Family matters.,1,2,8,338,Low
CASE-2828,Criminal,Case related to noise in Criminal matters.,1,3,10,474,Low
CASE-2829,Traffic,Case related to bail in Traffic matters.,5,2,1,116,High
CASE-2830,Commercial,Case related to permit in Commercial matters.,1,2,10,697,Low
CASE-2831,Criminal,Case related to noise in Criminal matters.,2,4,1,431,Low
CASE-2832,Civil,Case related to divorce in Civil matters.,2,4,5,538,Low
CASE-2833,Family,Case related to permit in Family matters.,2,4,3,352,Low
CASE-2834,Civil,Case related to noise in Civil matters.,2,4,3,495,Low
CASE-2835,Commercial,Case related to noise in Commercial matters.,1,1,0,523,Low
CASE-2836,Commercial,Case related to divorce in Commercial matters.,1,2,4,649,Low
CASE-2837,Family,Case related to property in Family matters.,3,2,0,309,Medium
CASE-2838,Family,Case related to property in Family matters.,3,3,2,354,Medium
CASE-2839,Criminal,Case related to merger in Criminal matters.,3,2,2,547,Medium
CASE-2840,Traffic,Case related to protection in Traffic matters.,6,4,3,202,High
CASE-2841,Criminal,Case related to dispute in Criminal matters.,4,4,4,618,Medium
CASE-2842,Civil,Case related to noise in Civil matters.,1,3,4,536,Low
CASE-2843,Criminal,Case related to merger in Criminal matters.,4,5,3,598,Medium
CASE-2844,Commercial,Case related to divorce in Commercial matters.,1,3,10,738,Low
CASE-2845,Civil,Case related to protection in Civil matters.,6,5,2,376,High
CASE-2846,Traffic,Case related to fraud in Traffic matters.,5,2,6,149,High
CASE-2847,Criminal,Case related to threat in Criminal matters.,6,5,4,393,High
CASE-2848,Commercial,Case related to tax in Commercial matters.,4,5,5,890,Medium
CASE-2849,Criminal,Case related to fraud in Criminal matters.,5,1,7,374,High
CASE-2850,Civil,Case related to merger in Civil matters.,3,1,4,634,Medium
CASE-2851,Traffic,Case related to permit in Traffic matters.,2,4,4,150,Low
CASE-2852,Civil,Case related to intellectual in Civil matters.,3,1,5,696,Medium
CASE-2853,Criminal,Case related to murder in Criminal matters.,6,4,1,288,High
CASE-2854,Commercial,Case related to emergency in Commercial matters.,6,4,4,449,High
CASE-2855,Civil,Case related to noise in Civil matters.,2,5,9,586,Low
CASE-2856,Civil,Case related to murder in Civil matters.,5,2,5,410,High
CASE-2857,Commercial,Case related to mutual in Commercial matters.,1,1,2,584,Low
CASE-2858,Commercial,Case related to contract in Commercial matters.,3,2,4,812,Medium
CASE-2859,Traffic,Case related to intellectual in Traffic matters.,3,3,7,301,Medium
CASE-2860,Family,Case related to noise in Family matters.,1,1,4,268,Low
CASE-2861,Civil,Case related to merger in Civil matters.,3,1,9,750,Medium
CASE-2862,Civil,Case related to inheritance in Civil matters.,4,5,10,876,Medium
CASE-2863,Traffic,Case related to emergency in Traffic matters.,5,1,9,220,High
CASE-2864,Commercial,Case related to traffic in Commercial matters.,1,1,7,651,Low
CASE-2865,Criminal,Case related to protection in Criminal matters.,5,1,0,279,High
CASE-2866,Traffic,Case related to license in Traffic matters.,1,1,8,173,Low
CASE-2867,Family,Case related to fraud in Family matters.,5,1,8,234,High
CASE-2868,Traffic,Case related to noise in Traffic matters.,1,1,5,201,Low
CASE-2869,Commercial,Case related to tax in Commercial matters.,3,3,3,881,Medium
CASE-2870,Traffic,Case related to threat in Traffic matters.,6,5,7,251,High
CASE-2871,Criminal,Case related to threat in Criminal matters.,6,5,9,495,High
CASE-2872,Traffic,Case related to traffic in Traffic matters.,2,5,10,360,Low
