case_id,case_type,category,case_age_days,urgency,filing_date,duration,priority,status
CASE-2026-2405,Commercial,Routine,419,2,2025-02-02,558,Medium,Pending
CASE-2026-2406,Family,Routine,1949,2,2020-11-25,200,Medium,Pending
CASE-2026-2407,Civil,Financial,1374,4,2022-06-23,618,High,Pending
CASE-2026-2408,Traffic,High Stakes,489,3,2024-11-24,188,Medium,Pending
CASE-2026-2409,Traffic,Financial,1810,5,2021-04-13,178,High,Pending
CASE-2026-2410,Traffic,Personal,94,5,2025-12-24,177,High,Pending
CASE-2026-2411,Traffic,High Stakes,1330,4,2022-08-06,152,High,Pending
CASE-2026-2412,Civil,Public Interest,23,1,2026-03-05,579,Low,Pending
CASE-2026-2413,Civil,Routine,550,4,2024-09-24,450,High,Pending
CASE-2026-2414,Family,Routine,3419,5,2016-11-16,204,High,Resolved
CASE-2026-2415,Commercial,Public Interest,2861,4,2018-05-28,697,High,Pending
CASE-2026-2416,Civil,Routine,1653,1,2021-09-17,343,Medium,Pending
CASE-2026-2417,Commercial,Financial,2829,5,2018-06-29,642,High,Pending
CASE-2026-2418,Family,Financial,1532,1,2022-01-16,305,Medium,Pending
CASE-2026-2419,Commercial,Personal,2690,4,2018-11-15,476,High,Pending
CASE-2026-2420,Civil,Routine,2186,2,2020-04-02,361,Medium,Pending
CASE-2026-2421,Commercial,Routine,824,2,2023-12-25,532,Medium,Pending
CASE-2026-2422,Traffic,High Stakes,484,2,2024-11-29,120,Medium,Pending
CASE-2026-2423,Criminal,Routine,389,5,2025-03-04,470,High,Pending
CASE-2026-2424,Civil,High Stakes,1023,1,2023-06-09,717,Medium,Resolved
CASE-2026-2425,Traffic,Routine,2561,4,2019-03-24,64,High,Resolved
CASE-2026-2426,Criminal,Personal,3231,3,2017-05-23,256,High,Pending
CASE-2026-2427,Civil,Financial,501,4,2024-11-12,594,High,Pending
CASE-2026-2428,Traffic,High Stakes,756,4,2024-03-02,204,High,Pending
CASE-2026-2429,Family,Personal,3636,5,2016-04-13,262,High,Pending
CASE-2026-2430,Traffic,High Stakes,1081,5,2023-04-12,265,High,Pending
CASE-2026-2431,Commercial,Routine,2254,4,2020-01-25,440,High,Pending
CASE-2026-2432,Civil,Public Interest,2740,3,2018-09-26,549,High,Pending
CASE-2026-2433,Traffic,Routine,935,1,2023-09-05,65,Low,Pending
CASE-2026-2434,Commercial,Financial,1479,2,2022-03-10,614,Medium,Pending
CASE-2026-2435,Commercial,Routine,3231,3,2017-05-23,419,High,Pending
CASE-2026-2436,Criminal,Routine,2827,4,2018-07-01,343,High,Resolved
CASE-2026-2437,Criminal,Public Interest,3220,4,2017-06-03,479,High,Resolved
CASE-2026-2438,Criminal,Personal,3487,4,2016-09-09,299,High,Pending
CASE-2026-2439,Commercial,Personal,3623,3,2016-04-26,401,High,Pending
CASE-2026-2440,Family,Personal,1504,3,2022-02-13,305,Medium,Pending
CASE-2026-2441,Commercial,Financial,1644,1,2021-09-26,567,Medium,Pending
CASE-2026-2442,Commercial,Routine,1122,4,2023-03-02,522,High,Resolved
CASE-2026-2443,Family,High Stakes,3222,5,2017-06-01,408,High,Pending
CASE-2026-2444,Family,Public Interest,55,2,2026-02-01,411,Medium,Pending
CASE-2026-2445,Civil,Routine,91,1,2025-12-27,399,Low,Pending
CASE-2026-2446,Commercial,Routine,1057,1,2023-05-06,494,Medium,Pending
CASE-2026-2447,Commercial,Routine,2688,5,2018-11-17,541,High,Pending
CASE-2026-2448,Family,Personal,2348,5,2019-10-23,332,High,Pending
CASE-2026-2449,Commercial,Public Interest,495,3,2024-11-18,754,Medium,Pending
CASE-2026-2450,Commercial,Public Interest,2074,5,2020-07-23,740,High,Pending
CASE-2026-2451,Traffic,Personal,475,5,2024-12-08,158,High,Pending
CASE-2026-2452,Traffic,Personal,579,2,2024-08-26,67,Medium,Pending
CASE-2026-2453,Commercial,Routine,2423,3,2019-08-09,439,Medium,Pending
CASE-2026-2454,Commercial,Routine,1139,5,2023-02-13,532,High,Pending
CASE-2026-2455,Traffic,Personal,3243,5,2017-05-11,30,High,Resolved
CASE-2026-2456,Criminal,Public Interest,148,4,2025-10-31,616,High,Pending
CASE-2026-2457,Traffic,Financial,484,4,2024-11-29,160,High,Pending
CASE-2026-2458,Traffic,Routine,1922,2,2020-12-22,30,Medium,Pending
CASE-2026-2459,Family,Personal,3297,2,2017-03-18,137,High,Pending
CASE-2026-2460,Criminal,Public Interest,1430,4,2022-04-28,563,High,Pending
CASE-2026-2461,Family,Financial,2489,2,2019-06-04,277,Medium,Pending
CASE-2026-2462,Family,Routine,3474,5,2016-09-22,232,High,Pending
CASE-2026-2463,Civil,High Stakes,2586,4,2019-02-27,700,High,Pending
CASE-2026-2464,Civil,Financial,2994,5,2018-01-15,537,High,Resolved
CASE-2026-2465,Commercial,Financial,3407,4,2016-11-28,577,High,Pending
CASE-2026-2466,Criminal,Public Interest,3185,5,2017-07-08,450,High,Pending
CASE-2026-2467,Criminal,Personal,3151,4,2017-08-11,327,High,Pending
CASE-2026-2468,Civil,Personal,2656,3,2018-12-19,362,High,Resolved
CASE-2026-2469,Civil,High Stakes,3547,5,2016-07-11,691,High,Resolved
CASE-2026-2470,Family,Personal,637,1,2024-06-29,309,Low,Resolved
CASE-2026-2471,Commercial,Routine,2817,5,2018-07-11,523,High,Pending
CASE-2026-2472,Traffic,Financial,1325,5,2022-08-11,155,High,Pending
CASE-2026-2473,Commercial,Personal,2401,5,2019-08-31,601,High,Pending
CASE-2026-2474,Civil,Personal,1317,2,2022-08-19,409,Medium,Pending
CASE-2026-2475,Commercial,Routine,2945,5,2018-03-05,517,High,Pending
CASE-2026-2476,Family,Routine,846,5,2023-12-03,393,High,Pending
CASE-2026-2477,Traffic,Personal,2636,2,2019-01-08,30,High,Pending
CASE-2026-2478,Family,High Stakes,439,3,2025-01-13,466,Medium,Resolved
CASE-2026-2479,Traffic,Routine,306,2,2025-05-26,103,Medium,Pending
CASE-2026-2480,Family,Personal,362,1,2025-03-31,315,Low,Pending
CASE-2026-2481,Commercial,Personal,1924,2,2020-12-20,532,Medium,Pending
CASE-2026-2482,Traffic,Financial,1241,2,2022-11-03,120,Medium,Pending
CASE-2026-2483,Commercial,Routine,2302,2,2019-12-08,461,Medium,Pending
CASE-2026-2484,Traffic,Personal,2196,3,2020-03-23,63,Medium,Pending
CASE-2026-2485,Civil,High Stakes,1451,2,2022-04-07,696,Medium,Pending
CASE-2026-2486,Family,High Stakes,956,5,2023-08-15,521,High,Pending
CASE-2026-2487,Commercial,Routine,1474,4,2022-03-15,497,High,Pending
CASE-2026-2488,Commercial,High Stakes,1018,3,2023-06-14,904,Medium,Pending
CASE-2026-2489,Family,Personal,1287,1,2022-09-18,228,Medium,Pending
CASE-2026-2490,Family,High Stakes,1587,2,2021-11-22,422,Medium,Pending
CASE-2026-2491,Criminal,High Stakes,3135,5,2017-08-27,586,High,Pending
CASE-2026-2492,Traffic,Financial,579,3,2024-08-26,197,Medium,Resolved
CASE-2026-2493,Civil,Routine,3018,3,2017-12-22,348,High,Pending
CASE-2026-2494,Civil,Routine,243,4,2025-07-28,480,High,Pending
CASE-2026-2495,Commercial,Public Interest,1275,1,2022-09-30,692,Medium,Pending
CASE-2026-2496,Family,Public Interest,3570,4,2016-06-18,306,High,Pending
CASE-2026-2497,Traffic,Personal,2946,5,2018-03-04,50,High,Pending
CASE-2026-2498,Traffic,Public Interest,928,2,2023-09-12,111,Medium,Pending
CASE-2026-2499,Criminal,Personal,1060,4,2023-05-03,451,High,Pending
CASE-2026-2500,Criminal,High Stakes,1514,3,2022-02-03,618,High,Resolved
CASE-2026-2501,Criminal,Routine,1362,5,2022-07-05,422,High,Pending
CASE-2026-2502,Civil,Personal,3116,5,2017-09-15,447,High,Pending
CASE-2026-2503,Civil,Financial,1279,4,2022-09-26,622,High,Pending
CASE-2026-2504,Criminal,Public Interest,893,5,2023-10-17,601,High,Pending
CASE-2026-2505,Criminal,Personal,1305,4,2022-08-31,408,High,Pending
CASE-2026-2506,Criminal,Personal,3332,4,2017-02-11,301,High,Resolved
CASE-2026-2507,Commercial,Public Interest,2019,5,2020-09-16,811,High,Pending
CASE-2026-2508,Family,Routine,2302,2,2019-12-08,150,Medium,Pending
CASE-2026-2509,Commercial,Routine,3410,5,2016-11-25,477,High,Pending
CASE-2026-2510,Traffic,Financial,3320,4,2017-02-23,30,High,Pending
CASE-2026-2511,Commercial,Public Interest,2016,2,2020-09-19,633,Medium,Pending
CASE-2026-2512,Family,Personal,832,5,2023-12-17,399,High,Pending
CASE-2026-2513,Commercial,Public Interest,3083,4,2017-10-18,685,High,Pending
CASE-2026-2514,Traffic,Personal,2182,4,2020-04-06,136,High,Pending
CASE-2026-2515,Traffic,Personal,1027,2,2023-06-05,71,Medium,Pending
CASE-2026-2516,Family,Public Interest,1664,1,2021-09-06,349,Medium,Pending
CASE-2026-2517,Traffic,Financial,1975,5,2020-10-30,102,High,Pending
CASE-2026-2518,Civil,Personal,764,4,2024-02-23,560,High,Pending
CASE-2026-2519,Civil,High Stakes,867,1,2023-11-12,687,Low,Pending
CASE-2026-2520,Family,High Stakes,2436,4,2019-07-27,433,High,Pending
CASE-2026-2521,Traffic,Routine,1530,5,2022-01-18,174,High,Pending
CASE-2026-2522,Family,Public Interest,3558,4,2016-06-30,279,High,Pending
CASE-2026-2523,Criminal,Personal,1808,2,2021-04-15,330,Medium,Pending
CASE-2026-2524,Commercial,Routine,3043,5,2017-11-27,473,High,Pending
CASE-2026-2525,Civil,Public Interest,1700,3,2021-08-01,641,Medium,Pending
CASE-2026-2526,Traffic,Public Interest,2294,3,2019-12-16,115,Medium,Pending
CASE-2026-2527,Civil,Routine,2320,4,2019-11-20,368,High,Pending
CASE-2026-2528,Criminal,Routine,1686,3,2021-08-15,317,High,Pending
CASE-2026-2529,Traffic,Public Interest,2370,2,2019-10-01,30,Medium,Pending
CASE-2026-2530,Criminal,Public Interest,1814,2,2021-04-09,450,Medium,Pending
CASE-2026-2531,Family,Personal,2600,4,2019-02-13,308,High,Pending
CASE-2026-2532,Civil,Personal,2075,5,2020-07-22,519,High,Pending
CASE-2026-2533,Criminal,Routine,602,4,2024-08-03,411,High,Pending
CASE-2026-2534,Criminal,Personal,3105,4,2017-09-26,310,High,Pending
CASE-2026-2535,Family,Routine,2746,5,2018-09-20,262,High,Resolved
CASE-2026-2536,Criminal,Public Interest,3031,3,2017-12-09,370,High,Pending
CASE-2026-2537,Civil,High Stakes,1211,5,2022-12-03,832,High,Pending
CASE-2026-2538,Criminal,Personal,1235,3,2022-11-09,434,High,Resolved
CASE-2026-2539,Criminal,Financial,535,2,2024-10-09,514,Medium,Resolved
CASE-2026-2540,Criminal,Financial,1909,4,2021-01-04,494,High,Pending
CASE-2026-2541,Criminal,Public Interest,1725,3,2021-07-07,444,High,Pending
CASE-2026-2542,Family,Public Interest,1863,5,2021-02-19,462,High,Pending
CASE-2026-2543,Family,High Stakes,1591,3,2021-11-18,473,Medium,Pending
CASE-2026-2544,Family,Financial,1152,2,2023-01-31,311,Medium,Pending
CASE-2026-2545,Family,Personal,617,5,2024-07-19,426,High,Pending
CASE-2026-2546,Family,Routine,22,4,2026-03-06,335,High,Resolved
CASE-2026-2547,Family,High Stakes,1518,4,2022-01-30,428,High,Pending
CASE-2026-2548,Family,Financial,2159,5,2020-04-29,391,High,Pending
CASE-2026-2549,Civil,Public Interest,1674,3,2021-08-27,652,Medium,Pending
CASE-2026-2550,Commercial,Public Interest,1174,1,2023-01-09,717,Medium,Pending
CASE-2026-2551,Traffic,Financial,840,3,2023-12-09,158,Medium,Pending
CASE-2026-2552,Criminal,Personal,654,3,2024-06-12,412,High,Resolved
CASE-2026-2553,Criminal,Financial,184,2,2025-09-25,508,Medium,Pending
CASE-2026-2554,Commercial,Personal,175,2,2025-10-04,547,Medium,Pending
CASE-2026-2555,Traffic,Financial,871,1,2023-11-08,87,Low,Pending
CASE-2026-2556,Criminal,Public Interest,498,2,2024-11-15,506,Medium,Pending
CASE-2026-2557,Criminal,Financial,401,4,2025-02-20,548,High,Pending
CASE-2026-2558,Family,Public Interest,1374,3,2022-06-23,424,Medium,Pending
CASE-2026-2559,Family,High Stakes,2729,5,2018-10-07,406,High,Pending
CASE-2026-2560,Family,Financial,2833,2,2018-06-25,235,High,Pending
CASE-2026-2561,Commercial,Public Interest,3206,4,2017-06-17,709,High,Pending
CASE-2026-2562,Family,Public Interest,1366,1,2022-07-01,321,Medium,Pending
CASE-2026-2563,Traffic,Financial,2833,3,2018-06-25,49,High,Pending
CASE-2026-2564,Civil,Public Interest,354,4,2025-04-08,706,High,Pending
CASE-2026-2565,Civil,Financial,775,2,2024-02-12,574,Medium,Pending
CASE-2026-2566,Traffic,Personal,3548,5,2016-07-10,72,High,Pending
CASE-2026-2567,Civil,Public Interest,1964,2,2020-11-10,605,Medium,Pending
CASE-2026-2568,Family,Personal,3641,5,2016-04-08,202,High,Pending
CASE-2026-2569,Family,High Stakes,1698,5,2021-08-03,503,High,Pending
CASE-2026-2570,Civil,Routine,2400,2,2019-09-01,377,Medium,Pending
CASE-2026-2571,Commercial,High Stakes,550,2,2024-09-24,911,Medium,Pending
CASE-2026-2572,Criminal,Financial,402,4,2025-02-19,562,High,Pending
CASE-2026-2573,Traffic,Routine,1545,1,2022-01-03,38,Medium,Pending
CASE-2026-2574,Traffic,Financial,2622,4,2019-01-22,100,High,Pending
CASE-2026-2575,Traffic,Public Interest,2669,4,2018-12-06,59,High,Pending
CASE-2026-2576,Criminal,Personal,2371,4,2019-09-30,388,High,Pending
CASE-2026-2577,Civil,Financial,1201,1,2022-12-13,535,Medium,Pending
CASE-2026-2578,Family,Financial,597,3,2024-08-08,411,Medium,Pending
CASE-2026-2579,Civil,Routine,858,4,2023-11-21,469,High,Pending
CASE-2026-2580,Family,High Stakes,151,5,2025-10-28,607,High,Resolved
CASE-2026-2581,Criminal,Financial,1259,5,2022-10-16,544,High,Pending
CASE-2026-2582,Family,Financial,3536,2,2016-07-22,241,High,Pending
CASE-2026-2583,Civil,Public Interest,520,1,2024-10-24,638,Low,Pending
CASE-2026-2584,Commercial,Financial,258,3,2025-07-13,786,Medium,Pending
CASE-2026-2585,Civil,Personal,391,1,2025-03-02,447,Low,Pending
CASE-2026-2586,Family,Public Interest,733,3,2024-03-25,416,Medium,Pending
CASE-2026-2587,Commercial,Financial,1092,1,2023-04-01,656,Medium,Pending
CASE-2026-2588,Criminal,High Stakes,2313,3,2019-11-27,561,High,Pending
CASE-2026-2589,Commercial,Financial,2595,2,2019-02-18,540,High,Pending
CASE-2026-2590,Traffic,High Stakes,1198,5,2022-12-16,183,High,Pending
CASE-2026-2591,Civil,High Stakes,151,2,2025-10-28,778,Medium,Pending
CASE-2026-2592,Commercial,Public Interest,3480,5,2016-09-16,716,High,Pending
CASE-2026-2593,Traffic,Public Interest,2305,3,2019-12-05,48,Medium,Resolved
CASE-2026-2594,Family,Routine,2137,3,2020-05-21,236,Medium,Pending
CASE-2026-2595,Family,Public Interest,1584,3,2021-11-25,327,Medium,Pending
CASE-2026-2596,Commercial,Routine,435,4,2025-01-17,582,High,Pending
CASE-2026-2597,Traffic,Public Interest,2240,2,2020-02-08,82,Medium,Pending
CASE-2026-2598,Commercial,Routine,932,2,2023-09-08,540,Medium,Resolved
CASE-2026-2599,Civil,Financial,2941,4,2018-03-09,516,High,Pending
CASE-2026-2600,Civil,High Stakes,1521,5,2022-01-27,760,High,Resolved
CASE-2026-2601,Traffic,Personal,904,5,2023-10-06,219,High,Pending
CASE-2026-2602,Commercial,Routine,1586,1,2021-11-23,390,Medium,Pending
CASE-2026-2603,Family,Public Interest,749,4,2024-03-09,443,High,Pending
CASE-2026-2604,Traffic,Routine,752,2,2024-03-06,144,Medium,Pending
CASE-2026-2605,Commercial,Financial,3270,4,2017-04-14,599,High,Pending
CASE-2026-2606,Civil,Personal,1480,3,2022-03-09,507,Medium,Pending
CASE-2026-2607,Traffic,Public Interest,1950,2,2020-11-24,88,Medium,Pending
CASE-2026-2608,Civil,Routine,3232,2,2017-05-22,253,High,Pending
CASE-2026-2609,Civil,Personal,1205,5,2022-12-09,584,High,Pending
CASE-2026-2610,Family,Personal,2200,5,2020-03-19,329,High,Pending
CASE-2026-2611,Traffic,Personal,3059,5,2017-11-11,60,High,Resolved
CASE-2026-2612,Traffic,Public Interest,3149,5,2017-08-13,94,High,Resolved
CASE-2026-2613,Family,Personal,1951,2,2020-11-23,203,Medium,Pending
CASE-2026-2614,Family,Routine,2256,5,2020-01-23,279,High,Resolved
CASE-2026-2615,Traffic,Financial,1661,1,2021-09-09,30,Medium,Resolved
CASE-2026-2616,Criminal,Routine,2398,5,2019-09-03,395,High,Pending
CASE-2026-2617,Civil,High Stakes,3215,5,2017-06-08,668,High,Resolved
CASE-2026-2618,Traffic,Public Interest,1806,4,2021-04-17,138,High,Pending
CASE-2026-2619,Family,High Stakes,3404,3,2016-12-01,301,High,Pending
CASE-2026-2620,Civil,Financial,861,1,2023-11-18,517,Low,Pending
CASE-2026-2621,Criminal,Financial,2098,5,2020-06-29,486,High,Pending
CASE-2026-2622,Traffic,Public Interest,145,2,2025-11-03,123,Medium,Pending
CASE-2026-2623,Traffic,Financial,273,2,2025-06-28,98,Medium,Pending
CASE-2026-2624,Criminal,Personal,1191,3,2022-12-23,432,High,Pending
CASE-2026-2625,Commercial,High Stakes,468,5,2024-12-15,944,High,Pending
CASE-2026-2626,Family,High Stakes,2255,2,2020-01-24,390,Medium,Resolved
CASE-2026-2627,Family,Routine,3042,5,2017-11-28,266,High,Resolved
CASE-2026-2628,Family,Routine,116,2,2025-12-02,295,Medium,Pending
CASE-2026-2629,Commercial,Routine,3392,4,2016-12-13,472,High,Pending
CASE-2026-2630,Commercial,Personal,341,5,2025-04-21,683,High,Resolved
CASE-2026-2631,Family,Routine,847,3,2023-12-02,264,Medium,Pending
CASE-2026-2632,Criminal,Personal,2390,5,2019-09-11,347,High,Pending
CASE-2026-2633,Criminal,High Stakes,2243,4,2020-02-05,597,High,Pending
CASE-2026-2634,Civil,Financial,2524,2,2019-04-30,452,High,Pending
CASE-2026-2635,Commercial,Public Interest,1653,4,2021-09-17,710,High,Pending
CASE-2026-2636,Family,Routine,1031,3,2023-06-01,242,Medium,Pending
CASE-2026-2637,Civil,Financial,499,1,2024-11-14,546,Low,Resolved
CASE-2026-2638,Civil,Routine,1951,3,2020-11-23,417,Medium,Pending
CASE-2026-2639,Commercial,High Stakes,3005,3,2018-01-04,788,High,Pending
CASE-2026-2640,Civil,Financial,3157,5,2017-08-05,570,High,Pending
CASE-2026-2641,Criminal,Financial,2848,4,2018-06-10,441,High,Pending
CASE-2026-2642,Family,Personal,3048,2,2017-11-22,159,High,Pending
CASE-2026-2643,Traffic,Public Interest,1095,5,2023-03-29,169,High,Pending
CASE-2026-2644,Criminal,High Stakes,2075,4,2020-07-22,539,High,Resolved
CASE-2026-2645,Commercial,Financial,89,4,2025-12-29,815,High,Pending
CASE-2026-2646,Criminal,Public Interest,705,5,2024-04-22,634,High,Pending
CASE-2026-2647,Family,High Stakes,3491,5,2016-09-05,388,High,Pending
CASE-2026-2648,Civil,Routine,1981,3,2020-10-24,383,Medium,Pending
CASE-2026-2649,Family,Routine,961,5,2023-08-10,306,High,Pending
CASE-2026-2650,Civil,Public Interest,1745,1,2021-06-17,521,Medium,Pending
CASE-2026-2651,Civil,Financial,2229,3,2020-02-19,545,Medium,Pending
CASE-2026-2652,Family,Financial,377,4,2025-03-16,396,High,Pending
CASE-2026-2653,Criminal,Personal,3516,5,2016-08-11,291,High,Pending
CASE-2026-2654,Commercial,High Stakes,1559,5,2021-12-20,866,High,Pending
CASE-2026-2655,Criminal,Routine,2121,4,2020-06-06,296,High,Pending
CASE-2026-2656,Traffic,Financial,3096,3,2017-10-05,77,High,Resolved
CASE-2026-2657,Family,Personal,964,3,2023-08-07,326,Medium,Pending
CASE-2026-2658,Traffic,Routine,1550,4,2021-12-29,93,High,Resolved
CASE-2026-2659,Criminal,Financial,1379,4,2022-06-18,523,High,Pending
CASE-2026-2660,Traffic,Personal,245,5,2025-07-26,234,High,Pending
CASE-2026-2661,Commercial,Public Interest,891,2,2023-10-19,721,Medium,Pending
CASE-2026-2662,Commercial,High Stakes,302,1,2025-05-30,892,Low,Pending
CASE-2026-2663,Criminal,Public Interest,2968,3,2018-02-10,422,High,Pending
CASE-2026-2664,Criminal,Public Interest,2578,5,2019-03-07,517,High,Pending
CASE-2026-2665,Commercial,Public Interest,605,2,2024-07-31,707,Medium,Pending
CASE-2026-2666,Criminal,Personal,2934,3,2018-03-16,308,High,Resolved
CASE-2026-2667,Commercial,Routine,596,2,2024-08-09,540,Medium,Resolved
CASE-2026-2668,Family,Public Interest,862,3,2023-11-17,436,Medium,Pending
CASE-2026-2669,Criminal,Public Interest,2252,5,2020-01-27,542,High,Resolved
CASE-2026-2670,Traffic,High Stakes,2190,3,2020-03-29,76,Medium,Pending
CASE-2026-2671,Commercial,Routine,88,3,2025-12-30,568,Medium,Pending
CASE-2026-2672,Commercial,Financial,1913,2,2020-12-31,631,Medium,Resolved
CASE-2026-2673,Traffic,Public Interest,1465,3,2022-03-24,159,Medium,Pending
CASE-2026-2674,Traffic,Personal,3284,5,2017-03-31,30,High,Resolved
CASE-2026-2675,Civil,Financial,2412,3,2019-08-20,506,Medium,Resolved
CASE-2026-2676,Criminal,High Stakes,1837,4,2021-03-17,596,High,Resolved
CASE-2026-2677,Civil,Personal,3324,5,2017-02-19,465,High,Resolved
CASE-2026-2678,Commercial,Financial,338,3,2025-04-24,783,Medium,Pending
CASE-2026-2679,Criminal,Personal,287,3,2025-06-14,474,High,Pending
CASE-2026-2680,Commercial,High Stakes,355,1,2025-04-07,867,Low,Pending
CASE-2026-2681,Criminal,Routine,1719,2,2021-07-13,305,Medium,Pending
CASE-2026-2682,Commercial,Financial,3511,4,2016-08-16,630,High,Pending
CASE-2026-2683,Family,Financial,2958,5,2018-02-20,347,High,Pending
CASE-2026-2684,Family,Financial,791,5,2024-01-27,398,High,Pending
CASE-2026-2685,Criminal,Personal,264,5,2025-07-07,479,High,Pending
CASE-2026-2686,Traffic,Personal,64,2,2026-01-23,164,Medium,Pending
CASE-2026-2687,Civil,High Stakes,1173,3,2023-01-10,749,Medium,Pending
CASE-2026-2688,Civil,Personal,3152,2,2017-08-10,356,High,Pending
CASE-2026-2689,Commercial,High Stakes,803,5,2024-01-15,922,High,Pending
CASE-2026-2690,Commercial,Financial,1149,2,2023-02-03,653,Medium,Pending
CASE-2026-2691,Commercial,Public Interest,2563,5,2019-03-22,717,High,Resolved
CASE-2026-2692,Civil,Routine,2720,4,2018-10-16,412,High,Pending
CASE-2026-2693,Criminal,Routine,1485,4,2022-03-04,361,High,Resolved
CASE-2026-2694,Traffic,Public Interest,2086,2,2020-07-11,73,Medium,Pending
CASE-2026-2695,Commercial,Routine,2006,4,2020-09-29,473,High,Resolved
CASE-2026-2696,Criminal,Financial,318,3,2025-05-14,526,High,Pending
CASE-2026-2697,Traffic,Personal,3279,3,2017-04-05,30,High,Pending
CASE-2026-2698,Traffic,Financial,1566,5,2021-12-13,205,High,Pending
CASE-2026-2699,Criminal,Public Interest,1597,5,2021-11-12,557,High,Resolved
CASE-2026-2700,Commercial,Financial,21,4,2026-03-07,748,High,Pending
CASE-2026-2701,Criminal,Financial,990,3,2023-07-12,469,High,Resolved
CASE-2026-2702,Civil,Routine,3562,5,2016-06-26,355,High,Pending
CASE-2026-2703,Civil,Personal,414,5,2025-02-07,624,High,Pending
CASE-2026-2704,Traffic,Routine,3,1,2026-03-25,124,Low,Pending
CASE-2026-2705,Criminal,Public Interest,296,5,2025-06-05,567,High,Pending
CASE-2026-2706,Commercial,Personal,2137,3,2020-05-21,507,Medium,Resolved
CASE-2026-2707,Traffic,Routine,2894,5,2018-04-25,42,High,Resolved
CASE-2026-2708,Criminal,Routine,282,2,2025-06-19,396,Medium,Pending
CASE-2026-2709,Criminal,Public Interest,2813,4,2018-07-15,443,High,Pending
CASE-2026-2710,Traffic,Public Interest,2927,3,2018-03-23,30,High,Resolved
CASE-2026-2711,Criminal,High Stakes,3144,5,2017-08-18,503,High,Pending
CASE-2026-2712,Criminal,Routine,2578,4,2019-03-07,348,High,Pending
CASE-2026-2713,Family,High Stakes,187,3,2025-09-22,461,Medium,Pending
CASE-2026-2714,Criminal,Financial,3031,4,2017-12-09,420,High,Resolved
CASE-2026-2715,Civil,High Stakes,1897,5,2021-01-16,705,High,Pending
CASE-2026-2716,Criminal,Routine,2532,5,2019-04-22,382,High,Resolved
CASE-2026-2717,Commercial,Routine,1855,5,2021-02-27,581,High,Resolved
CASE-2026-2718,Traffic,Personal,3004,5,2018-01-05,113,High,Resolved
CASE-2026-2719,Family,Personal,56,1,2026-01-31,347,Low,Resolved
CASE-2026-2720,Commercial,Public Interest,1802,1,2021-04-21,682,Medium,Pending
CASE-2026-2721,Traffic,Personal,833,1,2023-12-16,85,Low,Pending
CASE-2026-2722,Traffic,Financial,3636,5,2016-04-13,30,High,Pending
CASE-2026-2723,Family,High Stakes,656,4,2024-06-10,552,High,Resolved
CASE-2026-2724,Traffic,Routine,2139,2,2020-05-19,30,Medium,Pending
CASE-2026-2725,Traffic,Financial,567,3,2024-09-07,175,Medium,Pending
CASE-2026-2726,Family,Personal,2079,4,2020-07-18,250,High,Pending
CASE-2026-2727,Family,Personal,791,4,2024-01-27,351,High,Pending
CASE-2026-2728,Traffic,Routine,1655,4,2021-09-15,91,High,Pending
CASE-2026-2729,Criminal,Public Interest,339,3,2025-04-23,570,High,Resolved
CASE-2026-2730,Commercial,Personal,763,3,2024-02-24,561,Medium,Pending
CASE-2026-2731,Traffic,Public Interest,645,4,2024-06-21,166,High,Pending
CASE-2026-2732,Commercial,Financial,3595,3,2016-05-24,557,High,Pending
CASE-2026-2733,Family,Personal,3205,2,2017-06-18,198,High,Pending
CASE-2026-2734,Traffic,High Stakes,1724,5,2021-07-08,203,High,Pending
CASE-2026-2735,Criminal,Public Interest,3464,4,2016-10-02,392,High,Resolved
CASE-2026-2736,Commercial,Routine,1571,4,2021-12-08,536,High,Pending
CASE-2026-2737,Commercial,Public Interest,2912,2,2018-04-07,652,High,Pending
CASE-2026-2738,Criminal,High Stakes,2591,4,2019-02-22,556,High,Pending
CASE-2026-2739,Civil,High Stakes,3185,4,2017-07-08,682,High,Pending
CASE-2026-2740,Traffic,High Stakes,265,5,2025-07-06,277,High,Pending
CASE-2026-2741,Commercial,Financial,3521,5,2016-08-06,596,High,Pending
CASE-2026-2742,Civil,Public Interest,1470,4,2022-03-19,680,High,Pending
CASE-2026-2743,Family,Routine,1458,4,2022-03-31,277,High,Pending
CASE-2026-2744,Traffic,Financial,3160,2,2017-08-02,45,High,Resolved
CASE-2026-2745,Commercial,Financial,3383,2,2016-12-22,535,High,Pending
CASE-2026-2746,Civil,High Stakes,1464,5,2022-03-25,811,High,Resolved
CASE-2026-2747,Criminal,Routine,1651,3,2021-09-19,298,High,Pending
CASE-2026-2748,Traffic,Public Interest,168,5,2025-10-11,243,High,Pending
CASE-2026-2749,Commercial,Routine,892,4,2023-10-18,545,High,Resolved
CASE-2026-2750,Commercial,Routine,1778,4,2021-05-15,482,High,Pending
CASE-2026-2751,Traffic,High Stakes,3194,5,2017-06-29,115,High,Pending
CASE-2026-2752,Traffic,Personal,344,4,2025-04-18,200,High,Pending
CASE-2026-2753,Criminal,Routine,438,3,2025-01-14,418,High,Pending
CASE-2026-2754,Civil,Financial,1761,5,2021-06-01,615,High,Pending
CASE-2026-2755,Traffic,Routine,3542,2,2016-07-16,30,High,Pending
CASE-2026-2756,Traffic,Personal,175,2,2025-10-04,168,Medium,Pending
